Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HBIPS-2 Measure Description,HBIPS-2 Overall Rate Per 1000,HBIPS-2 Overall Num,HBIPS-2 Overall Den,HBIPS-2 Overall Footnote,HBIPS-3 Measure Description,HBIPS-3 Overall Rate Per 1000,HBIPS-3 Overall Num,HBIPS-3 Overall Den,HBIPS-3 Overall Footnote,HBIPS-5 Measure Description,HBIPS-5 %,HBIPS-5 Denominator,HBIPS-5 Footnote,SMD Measure Description,SMD %,SMD Denominator,SMD Footnote, SUB-2/-2a Measure Description,SUB-2 %,SUB-2 Denominator,SUB-2 Footnote ,SUB-2a %,SUB-2a Denominator,SUB-2a Footnote , SUB-3/-3a Measure Description,SUB-3 %,SUB-3 Denominator,SUB-3 Footnote ,SUB-3a %,SUB-3a Denominator,SUB-3a Footnote ,TOB-2/-2a Measure_Desc,TOB-2 %,TOB-2 Denominator,TOB-2 Footnote,TOB-2a %,TOB-2a Denominator,TOB-2a Footnote,TOB-3/-3a Measure Description,TOB-3 %,TOB-3 Denominator,TOB-3 Footnote,TOB-3a %,TOB-3a Denominator,TOB-3a Footnote,TR-1 Measure Description,TR-1 %,TR-1 Denominator,TR-1 Footnote,TR-2 Measure Description,TR-2 %,TR-2 Denominator,TR-2 Footnote,Start Date,End Date,FUH Measure Description,FUH-30 %,FUH-30 Denominator,FUH-30 Footnote,FUH-7 %,FUH-7 Denominator,FUH-7 Footnote,FUH Measure Start Date,FUH Measure End Date,READM-30-IPF Measure Desc,READM-30-IPF Category,READM-30-IPF Denominator,READM-30-IPF Rate,READM-30-IPF Lower Estimate,READM-30-IPF Higher Estimate,READM-30-IPF Footnote,READM-30-IPF Start Date,READM-30-IPF End Date,IMM-2 Measure Description,IMM-2 %,IMM-2 Denominator,IMM-2 Footnote,Flu Season Start Date,Flu Season End Date,Location
104080,CORAL SHORES BEHAVIORAL HEALTH,5995 SE COMMUNITY DRIVE,STUART,FL,34997,MARTIN,Hours of physical-restraint use,0,4,9001,,Hours of seclusion use,0,9,9001,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),53,267,,Alcohol use brief intervention provided or offered,86,281,,83,281,,Alcohol and other drug use disorder treatment provided or offered at discharge,59,425,,43,425,,Tobacco use treatment provided or offered,62,306,,40,306,,Tobacco use treatment provided or offered at discharge,58,297,,2,297,,Transition record with specified elements received by discharged patients (TR1),86,771,,Timely transmission of transition record (TR2),73,771,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51,95,,25,95,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,121,21,17,27,,42552,43281,Influenza immunization (IPFQR-IMM-2),81,353,,43374,43555,"5995 SE COMMUNITY DRIVE STUART, FL 34997 (27.132067, -80.221617)"
44021,WOODRIDGE BEHAVIORAL CENTER,600 NORTH 7TH STREET,WEST MEMPHIS,AR,72301,CRITTENDEN,Hours of physical-restraint use,0,58,5882,,Hours of seclusion use,0,3,5882,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7,Screening for metabolic disorders (SMD),99,211,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),95,559,,Timely transmission of transition record (TR2),86,559,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,44,18,13,25,,42552,43281,Influenza immunization (IPFQR-IMM-2),99,277,,43374,43555,"600 NORTH 7TH STREET WEST MEMPHIS, AR 72301 (35.152962, -90.175858)"
70040,HEBREW HOME AND HOSPITAL INC,1 ABRAHMS BOULEVARD,WEST HARTFORD,CT,6117,HARTFORD,Hours of physical-restraint use,1,104,7409,,Hours of seclusion use,0,6,7409,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),97,203,,Alcohol use brief intervention provided or offered,73,15,,73,15,,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,52,31,,48,31,,Tobacco use treatment provided or offered at discharge,9,11,,0,11,,Transition record with specified elements received by discharged patients (TR1),65,337,,Timely transmission of transition record (TR2),65,337,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,69,29,,38,29,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,423,22,18,27,,42552,43281,Influenza immunization (IPFQR-IMM-2),77,160,,43374,43555,"1 ABRAHMS BOULEVARD WEST HARTFORD, CT 06117 (41.802774, -72.728931)"
74011,CONNECTICUT MENTAL HEALTH CENTER,34 PARK STREET,NEW HAVEN,CT,6508,NEW HAVEN,Hours of physical-restraint use,0,14,8495,,Hours of seclusion use,0,0,8495,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),86,28,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,92,13,,77,13,,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),77,48,,Timely transmission of transition record (TR2),96,48,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,42552,43281,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,1,43374,43555,"34 PARK STREET NEW HAVEN, CT 06508 (41.305287, -72.936197)"
10016,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,Hours of physical-restraint use,0,3,16239,,Hours of seclusion use,0,0,16239,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,23,,Screening for metabolic disorders (SMD),99,458,,Alcohol use brief intervention provided or offered,95,123,,95,123,,Alcohol and other drug use disorder treatment provided or offered at discharge,93,231,,93,231,,Tobacco use treatment provided or offered,100,368,,95,368,,Tobacco use treatment provided or offered at discharge,96,328,,96,328,,Transition record with specified elements received by discharged patients (TR1),86,608,,Timely transmission of transition record (TR2),85,608,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,103,,18,103,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,412,18,15,21,,42552,43281,Influenza immunization (IPFQR-IMM-2),99,278,,43374,43555,"1000 FIRST STREET NORTH ALABASTER, AL 35007 (33.253679, -86.814261)"
100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,ESCAMBIA,Hours of physical-restraint use,0,6,20022,,Hours of seclusion use,0,28,20022,,Patients discharged on multiple antipsychotic medications with appropriate justification,76,25,,Screening for metabolic disorders (SMD),83,285,,Alcohol use brief intervention provided or offered,70,146,,67,146,,Alcohol and other drug use disorder treatment provided or offered at discharge,80,303,,52,303,,Tobacco use treatment provided or offered,74,296,,62,296,,Tobacco use treatment provided or offered at discharge,86,285,,13,285,,Transition record with specified elements received by discharged patients (TR1),75,814,,Timely transmission of transition record (TR2),70,814,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,32,202,,15,202,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,818,23,21,26,,42552,43281,Influenza immunization (IPFQR-IMM-2),99,388,,43374,43555,"8383 N DAVIS HWY PENSACOLA, FL 32514 (30.515161, -87.21692)"
50124,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91209,LOS ANGELES,Hours of physical-restraint use,0,0,8323,,Hours of seclusion use,0,0,8323,,Patients discharged on multiple antipsychotic medications with appropriate justification,9,23,,Screening for metabolic disorders (SMD),51,365,,Alcohol use brief intervention provided or offered,63,19,,32,19,,Alcohol and other drug use disorder treatment provided or offered at discharge,36,25,,20,25,,Tobacco use treatment provided or offered,79,47,,4,47,,Tobacco use treatment provided or offered at discharge,31,29,,3,29,,Transition record with specified elements received by discharged patients (TR1),60,559,,Timely transmission of transition record (TR2),26,559,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,49,39,,26,39,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,592,19,16,23,,42552,43281,Influenza immunization (IPFQR-IMM-2),95,239,,43374,43555,"1812 VERDUGO BLVD GLENDALE, CA 91209 (34.205614, -118.216048)"
310083,EAST ORANGE GENERAL HOSPITAL,300 CENTRAL AVE,EAST ORANGE,NJ,7018,ESSEX,Hours of physical-restraint use,0,44,10902,,Hours of seclusion use,0,0,10902,,Patients discharged on multiple antipsychotic medications with appropriate justification,31,16,,Screening for metabolic disorders (SMD),58,178,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,75,63,,37,63,,Tobacco use treatment provided or offered,90,79,,62,79,,Tobacco use treatment provided or offered at discharge,76,68,,13,68,,Transition record with specified elements received by discharged patients (TR1),72,300,,Timely transmission of transition record (TR2),72,300,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,24,113,,12,113,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,274,25,21,29,,42552,43281,Influenza immunization (IPFQR-IMM-2),19,280,,43374,43555,"300 CENTRAL AVE EAST ORANGE, NJ 07018 (40.753707, -74.213333)"
250094,MERIT HEALTH WESLEY,5001 W HARDY ST,HATTIESBURG,MS,39402,LAMAR,Hours of physical-restraint use,0,0,3463,,Hours of seclusion use,0,0,3463,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,22,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,96,23,,87,23,,Tobacco use treatment provided or offered,98,51,,6,51,,Tobacco use treatment provided or offered at discharge,98,43,,12,43,,Transition record with specified elements received by discharged patients (TR1),98,259,,Timely transmission of transition record (TR2),94,259,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51,53,,11,53,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,299,18,14,22,,42552,43281,Influenza immunization (IPFQR-IMM-2),99,139,,43374,43555,"5001 W HARDY ST HATTIESBURG, MS 39402 (31.323058, -89.3669)"
50245,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,SAN BERNARDINO,Hours of physical-restraint use,1,701,22230,,Hours of seclusion use,0,6,22230,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),94,285,,Alcohol use brief intervention provided or offered,100,19,,21,19,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,19,,100,19,,Tobacco use treatment provided or offered,100,366,,38,366,,Tobacco use treatment provided or offered at discharge,27,257,,0,257,,Transition record with specified elements received by discharged patients (TR1),5,442,,Timely transmission of transition record (TR2),5,442,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,25,191,,8,191,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,538,28,25,32,,42552,43281,Influenza immunization (IPFQR-IMM-2),95,146,,43374,43555,"400 NORTH PEPPER AVENUE COLTON, CA 92324 (34.072884, -117.352833)"
440192,SAINT THOMAS HIGHLANDS HOSPITAL,401 SEWELL DR,SPARTA,TN,38583,WHITE,Hours of physical-restraint use,0,4,3195,,Hours of seclusion use,0,0,3195,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,7,Screening for metabolic disorders (SMD),96,93,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),87,238,,Timely transmission of transition record (TR2),87,238,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,11,18,,6,18,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,307,18,14,23,,42552,43281,Influenza immunization (IPFQR-IMM-2),96,112,,43374,43555,"401 SEWELL DR SPARTA, TN 38583 (35.94812, -85.477074)"
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,COLLETON,Hours of physical-restraint use,1,184,6492,,Hours of seclusion use,1,108,6492,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,93,,Screening for metabolic disorders (SMD),100,487,,Alcohol use brief intervention provided or offered,100,176,,99,176,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,380,,99,380,,Tobacco use treatment provided or offered,100,470,,83,470,,Tobacco use treatment provided or offered at discharge,99,465,,94,465,,Transition record with specified elements received by discharged patients (TR1),100,749,,Timely transmission of transition record (TR2),100,749,,43101,43465,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,43,35,,23,35,,42917,43281,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,91,18,14,23,,42552,43281,Influenza immunization (IPFQR-IMM-2),100,358,,43374,43555,"501 ROBERTSON BOULEVARD WALTERBORO, SC 29488 (32.921855, -80.67088)"
